"text","date","show"
"The Parents Television Council has asked Apple Computers to stop advertising on Two and a Half Men. Their reasoning is, surprise, surprise, the show's adult humor. I thought I might use my vanity card to send another message to Apple Computers.Dear Apple,      You have always been known, rightfully so, as the tech company that stood for freedom and individuality. Big Brother and the suppression of those principles was that other company's calling card. Remember them? I do. But that's not the reason this vanity card, as well as every budget, schedule, story, outline and script for Two and a Half Men, was written on an Apple. The reason is I believe your products are ahead of the curve, elegantly designed and just darn fun to use. Oh, and you should also know there are so many iPhones used by myself and members of our cast and crew to make calls, email, text, surf the internet, and play games, it's a miracle we get anything done at all. Anyway, we trust you'll make the right decision regarding the boycott request.Thank you,Chuck LorreP.S. To the PTC. With the world economy in complete free fall, it's good to know you're still sweating the small stuff. Shall I send you more cupcakes so you can snack while attempting to suppress free speech? Or perhaps you can just change the freakin' channel.",2009-03-09,"Two and a Half Men"
"A NOTE TO MY COLLEAGUESAfter writing and producing TV for twenty years, I have developed a survival mechanism I like to call ""show biz peripheral vision."" What this means is that I can set my attention on the work at hand and still be able to see what's going on around me. The huddled confabs, the whispered asides, the sideways glances, the roll of the eyes, the smirks of disdain, the sulking pouts, the exhalations of disgust, the looks of admiration (few and far between), and the endless variations of body language that reveal impatience, rejection, jealousy, and simple disbelief that I'm in charge and you're not. I see it all. And I don't comment. I just make note of it. Occasionally I will respond in a roundabout fashion that might make you think I'm clairvoyant. I am not. I am simply watching. Just thought you might like to know.Carry on.",2009-03-02,"Two and a Half Men"
"COMMONLY ASKED QUESTIONSQ: Will you change the name of the show to Three Men to accommodate the growth of your 'half man'?A: No. As Jake grows, Charlie and Alan will shrink, so the cumulative amount of 'men' stays at Two and a Half.Q: How do you get away with the dirty jokes?A: Our network censor is a drunk. She often comes to rehearsals completely bombed. This gives us a lot of leeway.Q: Sometimes the laughs on the show are too loud. Why is that?A: Sometimes the show is too funny.Q: I have a great idea for a sitcom, would you like to hear it?A: No.",2009-02-09,"Two and a Half Men"
"A wise man once told me that we are all God in drag. I like that. Sometimes when I'm in a public place or sitting at a stop light, I'll watch people walking by and I'll silently say to myself, ""He's God. She's God. He's God. She's God."" Before long I always find myself feeling a warm sense of affinity for these strangers. The experience is even more powerful when I do this while observing a person who is clearly suffering. On occasion I'll test my little spiritual practice by turning on Fox News. Within minutes I become an atheist.",2009-02-02,"Two and a Half Men"
"In 1970 I enrolled at the State University of New York at Potsdam under my given name, Charles (Chuck) Levine. I lasted two years. Most of my memories are of playing guitar in rock bands at bars and frat parties (Casey Jones, Whipping Post, Southern Man, Aqualung), trying desperately to get coeds to wrap their legs around my 27 inch waist, learning to juggle, playing frisbee, Zig-Zag rolling papers, repeatedly listening to Voodoo Chile, and playing acid chicken with my roommates (the game involved who could watch their face melt in a mirror the longest without suffering a full-blown psychotic break). Oddly, I have only two memories of actually being in class. One in which my pupils were inordinately dilated and the professor was rude enough to notice, and the second when the alcoholic bastard who taught creative writing mocked my work and informed me I'd never make it as a writer because my grammar was awful. I only bring this up because someone at my old alma mata figured out I was once Chuck Levine, contacted me and offered me an Honorary Doctor of Humane Letters degree along with an invitation to speak at this year's commencement ceremony. Thrilled and proud to finally have a college degree, I immediately accepted. In fact, I have already begun writing a speech which I hope will prove inspiring to the fresh-faced graduates. The theme is ""personal reinvention, or how I stumbled ass-backwards into a job where grammar was ignored and neurosis, fear, desperation, childhood wounds and mediocrity was richly rewarded."" I've also started practicing throwing a tassled hat up in the air using my old, wickedly accurate, frisbee wrist flick.",2009-01-19,"Two and a Half Men"
"Starting 2009 with a bang!CENSOREDAs always, you know where to look.",2009-01-12,"Two and a Half Men"
"In tonight's episode, the great James Earl Jones delivers Charlie's eulogy during Charlie's imagined funeral. We wrote a portion of it to play in the background so that the scene could progress between Charlie and his pal, Andy (played by the one and only Emilio Estevez). But, as you'll see below, the sub-audible eulogy still managed to become a tale worth telling.JAMES EARL JONESI'd like to take this moment to read one of Charlie's favorite parables. A story which I'm told gave him strength and inspiration during trying times. ""Dear Penthouse Forum -- I always thought your letters were made up until this happened to me. I was stranded at O'Hare Airport one rainy night when two stewardesses from Lufthansa Airlines noticed the bulge in my carry-on bag. The bulge was actually nothing more than a Monte Cristo sandwich I brought with me in case I got a bit peckish. But homeland security being what it is these days, they requested that I step into a utility closet for a quick pat down and cavity search. The two stews, both named Greta, took turns *#@!&% me like a wild stallion. First it was me and Greta, then it was me and Greta, then it was me, Greta and Greta. Finally, it was Greta and Greta while I finished my sandwich.""",2008-12-15,"Two and a Half Men"
"The classic song New York, New York contains the following stanza:If I can make it there, I'll make it anywhereIt's up to you - New York, New York.The implications of the lyric are clear -- if one has the personal qualities to overcome the formidable obstacles presented by New York City, then one is guaranteed success in less imposing places. Having ""made it"" in Los Angeles, this troubles me. Is my success forever tainted with an asterisk? Even more upsetting, are there certain zip codes where my talents would most likely fall short? Am I doomed to fail as a sitcom writer in Dripping Springs, Arkansas? Or Mud Hole, Florida? Hell, what are my chances of getting a primetime show in Dry Prong, Louisiana? Having not initially succeeded in New York, the answer, of course, is slim and none.All of which is a long way of explaining why, whenever I hear New York, New York, I have no choice but to mentally replace the lyrics with words more suited to my experience.If I can make it here, I'll make it in several places with a temperate climate but still have the capacity to break your freakin' heart. It's up to you - Los Angeles, California, Los Angeles, California.",2008-12-08,"Two and a Half Men"
"As the great wheel of our democracy rolls forward, I think it's important to take a moment and remember a forgotten hero. A man who so loved his country, he was willing to put on a suit purchased by a personal shopper, stand on a Minneapolis stage in front of a national audience and fake being happy about his impending shotgun wedding. Then, because he is a true patriot, he voluntarily ceased to exist for the next eight weeks. Of course I'm talking about Levi Johnston. Well, Levi, if you're reading this, know that you've served your country well and you're free now. Go! Run! Live your life! Or, you could acquiesce to marriage (look up acquiesce, you'll get a kick out of it), in exchange for a plum job fighting crime in the frozen wilderness. Who knows, maybe there's a TV show in your life and you'll be famous again. I'm thinking we could call it, Tundra Heat, or, Permafrost Flatfoot, or, Glacier Gumshoe, or, Dude, I Forgot the Condoms. Oh, I so smell an Emmy.",2008-11-24,"Two and a Half Men"
"We were recently slammed by something called the Parents Television Council. Rather than protest, I wrote a vanity card thanking them for the plug and sent them a box of fancy cupcakes. They promptly responded with a cute thank you letter suggesting that I might've poisoned the cupcakes. The letter went on to explain how they planned to employ one of their young interns as a food taster. If he did not die from eating one of my cupcakes, the rest of the PTC staff would happily dig in. If he did die, they would happily hire an attorney, sue me and become wealthy. Cute, right? But then I got to thinking, this is an organization that exists solely to protect the youth of America from entertainment they find objectionable. And yet their immediate response to a box of cupcakes - albeit in joke form - was to sacrifice a young member of their team. Say what you will about the comic content on Two and a Half Men, when suspicious food arrives at our offices we would never dream of asking a young intern to test it. We'd ask an old writer. And only because the body of an aging comedy writer is capable of ingesting poison and turning it into TV.",2008-11-17,"Two and a Half Men"
"A special thank youto the Parents Television CouncilEvery time you single out Two and a Half Men for being a horrible and tasteless television show, our ratings go up. Since you do this pretty regularly, I've gotta believe that's your intention. Well, kudos! Very crafty on your part. Were you to simply label the show as being funny and naughty (what my eighty-nine year old aunt in Fort Lauderdale calls it), our viewership would probably remain unaffected. Anyway, I just wanted to let you know that I'm sending you a big box of tasty cupcakes as a way of expressing my gratitude. I hope they add a little sweetness to your next meeting. Keep up the good work Parents Television Council! Oh, and if it's not too much trouble, could you please condemn The Big Bang Theory... and my stock portfolio.",2008-11-10,"Two and a Half Men"
"EXT. CEMETERY - NIGHTThe CAMERA PANS across the headstones and crypts as we HEAR:JOHN (V.O.)",2008-11-03,"Two and a Half Men"
"The Racism of King KongIn all three film versions of the basic story, we are led to believe that Kong regularly feasts on native girls. Female human sacrifice is how the locals appease him. Then, in each re-telling, he is transformed from mindless, blood-thirsty carnivore to smitten, suicidal love monkey by a skinny, blonde-haired white girl (Fay Wray, Jessica Lange, Naomi Watts). Given this behavioral trend, it is my contention that King Kong would eat Halle Berry. This troubles me deeply and I wanted to share it with you.",2008-10-20,"Two and a Half Men"
"We have once again arrived at a moment in history where the truth can be defined as ""that which you can make other people believe."" The methodology for creating that belief is repetition. Say something enough times and it becomes, for millions of people, the truth. I am endowed like a stallion. This is why control of the media equals control of the populace. I am endowed like a stallion. And also why a state run television news channel is so very dangerous. I am endowed like a stallion. Now there are those who would argue this has already happened and that a certain cable news channel is actually a covert extension of our government. I am endowed like a stallion. The fact that the channel is run by a high-ranking party official, an anchor person from the channel became a White House spokesman, and another top-ranking party official became an on-air news commentator is often used to make this argument. I am endowed like a stallion. Of course, this fact would be entirely inconsequential if the oft-repeated falsehoods they attempt to imbed into the Zeitgeist were simply amusing, or at worst, inane. I am endowed like a stallion. But, unfortunately, that is not the case. I am endowed like a stallion. The heavy repetition of lies and smears for political gain are by no means inconsequential. I am endowed like a stallion. Which is why each and every one of us must use whatever resources we have at our disposal to disseminate the actual truth. I am endowed like a pony.",2008-10-13,"Two and a Half Men"
"Starting a family when you're young is tough sledding. I know. I did it. And without a sled. Heck, without snow! Which is why I am hereby offering Levi Johnston $100,000 to help him and his lovely young bride-to-be, Bristol, get started.* Levi, if you're reading this, please know that all I'm asking for in return is an opportunity to sit and talk with you in a casual, private setting (I'll happily supply the beer). My reason for wanting to do this is simple: I'm a comedy writer and I get the feeling you have some funny stories to tell. In addition, if the video of our conversation should generate any income, I will not only split the profits with you, I will also donate my share to the charity of your choice (is there a foundation for children with hockey-related head injuries?). Anyway, Levi, I look forward to hearing from you. And no matter what your decision is, always remember, I'm pulling for you, dude.P.S. Don't listen to your friends, you look good in a suit.P.S.S. See if Bristol is open to having two more kids. If so, you can call the last one ""Hat Trick."" How cool would that be?*Offer expires at midnight, November 3rd.",2008-10-06,"Two and a Half Men"
"A MESSAGE TO MY DISCIPLESFrom the deathless guruSwami ShamalamadingdongIn my former incarnation, I passed beyond the state of sabikalpa samadhi into the rapturous bliss of nirbikalpa amadhi. Shortly thereafter, at the age of three hundred and four, I let go of my body and released my consciousness into the swirl of the infinite, uniting with the Primal Divine. In 1952 my essence reincarnated into a blue-collar Jewish family on Long Island. Since then I have dropped out of college, dropped a lot of acid, smoked a bunch of reefer, gargled with bourbon, divorced twice and am currently not talking with my sister (not my fault, honest). So, now that you're all caught up, I need to ask, why have you not come to find me, oh faithful disciples? Wasn't that the plan? Well, no biggie. Holy water under the bridge (heh, heh, heh). I just wanted you to know I'm currently in L.A writing and producing sitcoms. Feel free to drop by and worship in the ol' radiance. Maybe we can even start a religion. I could sure use the tax break. Thursdays are a little tough because of editing and preshoots, but Friday before the audience show can probably work (after my nap, please). Call my loyal assistant Mona and ask for a drive-on. Please don't tell her I'm a perfectly realized spiritual being. She's not ready to hear the truth which is why, out of kindness, your swami pretends to be a pampered, grouchy schmuck.",2008-09-29,"Two and a Half Men"
"",2008-09-22,"Two and a Half Men"
"",2008-05-19,"Two and a Half Men"
"",2008-05-12,"Two and a Half Men"
"",2008-05-05,"Two and a Half Men"
"Hey, Chuck, what do all those TV writing credits mean?I'm glad you asked. The first credit you see on the screen is story editor. It's worth noting that story editors don't edit stories. Their main job is to exist in a constant state of paranoia about being fired because no one sees how brilliant they are. An executive story editor is a story editor with a cool-sounding word added to their title. In order to qualify as a story editor, one must have spent some time as a lowly staff writer. Interestingly, staff writer is the only writing credit that actually has the word ""writer"" in it. It is also the only credit that does not appear on the screen. I'm told that this curious lack of acknowledgement was devised by The Writers' Guild. The writing credit above story editor is co-producer. No aspect of the show is produced by the co-producer. Next up we have producer. Again, nothing about the show is produced by a producer, but if they aren't fired they're pretty much guaranteed becoming a supervising producer. One would think there'd be some supervision or producing at this level. One would be wrong. Climb the ladder another rung and you reach co-executive producer. This is usually a talented writer who has endured years of emotional punishment for creative input, an office with a window, infertility and/or premature baldness. Then there is the consulting producer. Consulting producers are usually former executive producers who are willing to work for less than their usual fee but don't want anyone to find out. Finally, at the top of the TV food chain, is the executive producer. The executive producer is either the creator/head writer who will die of a massive heart attack trying to supervise every aspect of production, a co-executive producer who was conned into dropping the ""co"" from their title in lieu of money, the star, the star's boyfriend, the star's manager, or a former network executive who fell ass backwards into a pot of gold.",2008-04-28,"Two and a Half Men"
"click to play",2008-04-21,"Two and a Half Men"
"WHAT I'M LOOKING FORHe or she should know the difference between Shiites and Shinola...and Sunnis, too.Whether it's true or not, he or she should not brag about taking their child into a sniper zone.He or she should avoid religious leaders who wear dashikis.He or she should be forgiving when it comes to adultery.He or she's favorite movie should not be The Manchurian Candidate.If he or she dumped their first spouse for a rich broad who owns a liquor company, they should promote this aspect of their resume. They're my kind of guy... or gal.",2008-04-14,"Two and a Half Men"
"The Four Formless States of Consciousnessin BuddhismAKASANANTYAYATANA: We become limitless space.VIJNANANANTYAYATANA: We reach the state of limitless consciousness.AKINCANYAYATANA: We meditate on the non-distinction between the knower and the known.NAIVASANJNANASANJNAYATANA: We become the state of neither perception nor non-perception.Just thought you should know so that when you achieve these states you'll know what to tell your friends.",2008-03-31,"Two and a Half Men"
"Tonight's episode was about Charlie being drugged and imprisoned by his stalker, Rose. In addition, we did jokes about nasal spray being an effective aid for love-making, a young boy's desire to go to a strip bar, a mother cavalierly assuming that her son has some sort of third-world venereal disease, a Korean woman suffocating from the toxic fumes she inhales painting the toe nails of a ""white she-bitch,"" stalking the British Royal Family, a woman holding a man's penis while he urinates, two men being interrupted while defecating, suppositories as a barbiturate delivery system, and finally, a hooker used to purposely transmit a viral infection. But the joke that we could not put in the show tonight, the one comic moment that CBS Broadcast Standards absolutely refused to bend on, was a harmless bit of word play which required the mention of a name-brand hard liquor. When I asked why, I was told it's against CBS corporate policy. I desperately wanted a drink.",2008-03-24,"Two and a Half Men"
"About a year ago I received a phone call from a mid-level CBS exec who began the conversation by saying he wanted to give me a head's up. Having been in this business a while I knew that ""head's up"" is code for, ""we've decided to screw you, but didn't want you to hear about it from your agent... or urologist."" In this case the head's up was that CBS was going to stream several episodes of Two and a Half Men on their web site. When I asked how they intended to pay the writers, actors and directors of those episodes, I was told that the streaming was considered ""promotional,"" therefore no residuals would be forthcoming. (He didn't really use the word ""forthcoming,"" I just think it's better story-telling if the bad guy is articulate.) I took a moment to let his words sink in, to let the moment play out, if you will. Then, for no reason whatsoever, I switched to a phony southern accent and asked, ""Is there paid advertisin' on that ol' internet site you fellas are runnin'?"" The exec was completely thrown off-balance by the utterly surreal quality of my good ol' boy act and blurted out, ""Yes! I'm sorry! I know it's wrong, don't shoot me, I'm just the messenger!"" (Actually, all he said was ""yes,"" but once again I think good story-telling demands a panicked confession from the running dog of evil corporate bullies.) Anyhoo, this was the first time I knew a brutal strike was coming -- if you don't count the day, four and a half years ago, when I sat in Patric Verrone's backyard and listened to him lay out his plan to bring justice and fair play to show business.",2008-03-17,"Two and a Half Men"
"",2007-11-12,"Two and a Half Men"
"   I may not have had the best childhood,but I've certainly had the longest.           (anonymous)   ",2007-11-05,"Two and a Half Men"
"",2007-10-29,"Two and a Half Men"
"Dear fellow comedy writers,As a child of the sixties, I survived being associated with chuck meat, chuck wagons, chucking a ball and a catchy little pop song entitled ""The Name Game"" (""Sally Sally bo-baly, bananna-fanna fo-fally, fee-fi fo-mally, Sally""). Imagine that rhyming pattern with Chuck and then imagine living through the sixth grade. Later in life I grinned and beared my way through a seemingly endless series of movies about a killer doll named Chucky. Oh, what joy I felt when friends would gleefully point out billboards announcing the sequels, The Bride of Chucky and The Seed of Chucky. And now, there is a spate of film and television projects that have brilliantly re-discovered the humorous use of my name. Beginning with I Now Pronounce You Chuck and Larry, followed by Good Luck Chuck, then a TV series entitled, get ready to laugh, Chuck, a Kelsey Grammer sitcom in which he plays a guy named, get ready to spit milk up through your nose, Chuck Darling, and Pushing Daisies, a supernatural thing which features a pretty female lead named, because it's so damned, freaking funny, Chuck. And if that weren't enough, I recently received a gift of a John Varvatos designer t-shirt inexplicably emblazoned with the phrase Chuck is God. All of which is why I am respectfully requesting a moratorium on the comedic use of my name. I know we're too far down the cultural road to go back to using ""Bob,"" but I'm sure if we put our heads together we can find some suitably funny alternatives. I know it can be done. My first title idea for Dharma & Greg was Dharma & Chuck, but a strong work ethic and a smart writing partner got me past it. See ya on the picket line!",2007-10-22,"Two and a Half Men"
"one hundred!To all of our loyal viewers,from everyone at Two and a Half Men,a deeply heartfeltthank you for supporting our show.",2007-10-15,"Two and a Half Men"
"THE EMMY SPEECH I DIDN'T GIVEI've been writing sitcoms for twenty years and I've never won one of these. In fact, this is the first time I've even touched one. And holding it now, I have to tell you, from the bottom of my heart, I want those twenty years back. (PAUSE FOR LAUGHS) Anyway, I want to thank the TV Academy for this incredible acknowledgement. The fact that it pisses off TV critics all over the country just makes the moment a little sweeter. (PAUSE FOR UNEASY LAUGHS FROM CBS PUBLICIST) And I need to thank our amazing cast: Charlie, John, Angus, Conchata, Holland, Melanie, Marin, April. Speaking on behalf of the writers on the show -- we have all been witness to your singular and collective comic genius. But what we are deeply appreciative of is your decency and kindness. Especially me. Given my track record, I am particularly fond of kind actors. (PAUSE FOR LAUGHS FROM MY INTERNIST AND JUNGIAN THERAPIST) Speaking of writers, I also want to acknowledge the most incredible writing staff in the business: Lee Aronsohn, Don Foster, Eddie Gorodetsky, Mark Roberts, Jim Patterson and Susan Beavers. (ADD QUICKLY) That's her real name. Please don't bleep me! (LOOK AT SUSAN AND WINK KNOWINGLY) There is no laughter on Two and a Half Men without all you guys. (MENTALLY PREPARE FOR BITTER CONTRACT RENEGOTIATIONS) I also want to thank all the folks at Warner Brothers for supporting our little show. A little show which, by the way, will probably generate enough profit for those knuckleheads to pay off the remake of the Poseidon Adventure. (PAUSE TO DETERMINE WHY I HAVE IMPULSE TO SAY THINGS THAT WILL DESTROY MY CAREER) And finally, in a world filled with so much bloodshed, so much hunger and disease, poverty and natural tragedies, it is comforting to know that tonight...(PAUSE FOR EFFECT) Two and a Half Men won an Emmy! (FEIGN HUMILITY)",2007-10-01,"Two and a Half Men"
"SITCOM SPIN-OFF IDEA FOR THE SOPRANOS""Paulie and the Cat""Reeling from the assassination of his beloved leader, Paulie Walnuts tries to vent his anguish by whacking the pesky cat that hangs around the Bada-Bing. After hitting the cat with a shovel, Paulie throws its limp, little carcass into a plastic garbage bag and drives it to the East River for disposal. But wouldn't you know it, at the very last second a tiny ""meow"" is heard from inside the bag. Paulie is torn. Should he spare the determined feline, or toss him into the polluted waters that separate two great states? Uncomfortable with ambivalence, Paulie flies into a rage and begins shooting at the bag. But wouldn't you know it, once again a sad ""meow"" escapes from the generic store brand plastic prison that is neither Glad, Hefty or Ziploc. His psychotic fury spent, Paulie mumbles a misogynistic curse in Italian and frees the cat. But wouldn't you know it, the cat, his tiny head slightly caved in, his patchy fur matted with blood, curls up in Paulie's arms and begins to purr. Thus begins a tale of love and laughs for the whole family as Paulie and the cat become inseparable goombahs and dependable earners. Paulie never once suspecting that the ""hit"" placed on him, was put there by his furry, little partner. But wouldn't you know it?",NA,"Two and a Half Men"
"""Working for Caligula""""Who's Vod Kanockers?""""The sea is a harsh mistress""""A pot-smokin' monkey""""A live woman of proven fertility""""Apologies for the frivolity""""Repeated blows to his unformed head""""Release the dogs""""Corey's been dead for an hour""(FKA: ""They defrosted Mom's head"")""Kissing Abe Lincoln""""Walnuts and Demerol"" (FKA: ""Can't Bono airdrop some cheese?"")""Castrating sheep in Montana""""Don't worry, Speed Racer""""My damn stalker""""Young people have phlegm too""""That's summer sausage, not salami""""I merely slept with a Commie""""It never rains in Hooterville"" (FKA:""Rah-rah-sis-boom-dead"")""Smooth as a Ken doll""""Aunt Myra doesn't pee a lot""""Tucked, taped and gorgeous""""Mr. McGlue's feedbag""""Anteaters, they're just crazy lookin'""""Prostitutes and gelato""It's been a great season for us. Thank you for watching.",2007-05-14,"Two and a Half Men"
"I love golf. I find it to be a terrific workshop for dealing with the everyday problems of life. The problem that most comes up for me in golf is fear. Fear of looking foolish, fear of choking, fear of scoring badly, fear of scoring well, fear of letting down a playing partner, fear of hitting it in the water, the sand, the street, the snack bar, the woods, dead left, dead right, two feet in front of me, or into the soft head of an innocent child at play. Fear causes my mind to race and my muscles to tighten. The swing that follows causes my opponents to smirk and count my money. Golf teaches me that I cannot suppress the fear, nor think my way out of it. My only option is to acknowledge it and swing anyway. This is a lesson that I have tried to apply to my work. Every day I make a conscious effort to gracefully accept my fear of being judged as inadequate, my fear of letting down people who count on me, my fear that I have nothing of consequence to write about, my fear that no one will watch the show because they'd rather watch mediocre celebrities dance, my fear regarding the welfare of my children, my fear that my sister will never talk to me again, my fear that I will die alone, my fear that the mole on my leg is melanoma, my fear that aneurysms happen without warning, my fear of global warming, bird flu, random violence and dirty bombs -- and work anyway. The result has been astonishing. I believe my work is better than ever. I have also tried to apply this golf lesson about fear to my dealings with women. No luck so far. I think I need to swing slower and keep my head down.",2007-05-07,"Two and a Half Men"
"Doctor: Any other physical problems lately?Me: Well, yeah... frequent urination. Very annoying.Doctor: Oh, that's just a result of your prostate getting larger as you get older.Me: It could be a result of your index finger.Doctor: Hey, I don't enjoy that part of the exam either.Me: So you say, but you do it every time.Doctor: If you're interested, there's a new drug you can try that will help with the frequent urinating.Me: Oh yeah, I think I saw a commercial. Bunch of middle-aged guys driving in a convertible, drinking bottles of water and celebrating not having to pee. Made me weep for the Age of Aquarius.Doctor: Huh. Well, I don't watch much TV.Me: Thanks. I support your profession.Doctor: Would you like to try some free samples?Me: Maybe. Are there any side effects?Doctor: Not really. Occasional retrograde ejaculation.Me: I'm sorry, what?Doctor: The ejaculation reverses direction and goes into the bladder.Me: I think I'm okay peeing a lot.Doctor: Are you sure?Me: Positive. In fact I'm peeing right now.",2007-04-30,"Two and a Half Men"
"Once again the powers that be have chosen to censor this week's vanity card. Oh well. Comedy, like beauty, is in the eye of the beholder. If you're still interested in reading the card in question, it exists elsewhere. I hope you think it's pretty. It is definitely sophomoric. If you find it as offensive as the CBS execs who nixed it, I apologize in advance. My goal, as always, was to elicit laughter... and bite the hand that feeds me.",2007-04-23,"Two and a Half Men"
"",2007-04-16,"Two and a Half Men"
"",2007-04-09,"Two and a Half Men"
"Alan, a dad masochistic,sought to parent in ways unrealistic.In the wet and the wild,he did camp with his child,though the kid dug his damp onanistic.",2007-03-13,"Two and a Half Men"
"",2007-02-26,"Two and a Half Men"
"I GET MAIL!Dear Chuck,I watch your show and find it to be disgusting. I am a religious person and I am sure God hates you. Sometimes people say I am just like the character of Charlie. Do you think he could give me tips about how to meet dirty women? Also, can you send a photo of Jon Cryer in a bathing suit.sincerely,Rapturedude 666Chockawalla State PrisonDear Rapturedude,Thanks for watching! Always good to hear from a fan. Do they have Nielson boxes where you live? Not to be argumentative, but I believe God views me with a mild ambivalence -- not unlike how the folks at CBS feel about me. Anyway, the character of Charlie is a fictional construct so it's a little hard to ask him questions. Have you tried an on-line dating service? You could increase your chances for success by signing up as several different people.all the best,ChuckP.s. Photo enclosed.",2007-02-19,"Two and a Half Men"
"This week, as a little bonus for all my loyal vanity card readers, I thought I'd give an inside look into the making of Two and a Half Men by telling you about a joke CBS insisted we cut from the final scene in tonight's show. The scene, as I'm sure you remember, involved Charlie finding Alan, post-coital, tied to his bed, and wearing nothing but a bustier and red nylons. The offending line in the scene was what we in the comedy biz refer to as a ""callback"" since it references a line that was said earlier in the episode (in this case two lines, the first being when Alan's date implies that she hopes to spend the night with him by coyly saying ""I brought a toothbrush with me,"" and the second, when Alan tells Charlie that ""that lady in there brought a toothbrush with her because I have a penis and a job!""). Now before I tell you the joke which was cut, it's important to point out that I'm not doing this to make a point about censorship. In this particular case we never felt unfairly edited. The excised joke was, without question, in terrible taste and we didn't even try to defend it. But we did think it was funny. In any case, here it is: In the original, uncensored final scene, Charlie nonchalantly exits the bedroom without untying his hapless brother. Alan reacts with astonishment and calls out, ""Charlie?... Charlie?! This isn't funny! Come back!... At least take out the toothbrush!"" When we shot this version our studio audience laughed loud and long. Our CBS censor's head exploded, injuring several writers standing nearby.",2007-02-12,"Two and a Half Men"
"",2007-02-05,"Two and a Half Men"
"",2007-01-08,"Two and a Half Men"
"",2006-12-11,"Two and a Half Men"
"",2006-11-20,"Two and a Half Men"
"November 8, 2006I'm relieved that he's reached across the aisle to fight global warming. I'm delighted that he's worked to increase the minimum wage, reduce the cost of pharmaceutical drugs, improve the infrastructure, and bring accountability to the school system. My problem, and let me state for the record that it's my problem, not his, is simply this: Whenever I hear the governor of California speak I find myself nervously looking around for a train that will take me to Poland.",2006-11-13,"Two and a Half Men"
"        Corpses don't bleed. At least that's what I kept telling myself as I watched the warm red stuff bubble out of the two bullet holes in my chest. I still had a chance. Not a good chance, but hell, beggars and chumps with thirty-eight caliber slugs in 'em can't be choosers. How did I end up a blood-dappled throw rug? Would it surprise you if I said there was a dame involved? No, I didn't think so. At the end of the day -- drained, damp and dyin' -- it's always a dame.",2006-10-23,"Two and a Half Men"
"I have always been a literal and linear writer. For better or worse, when I put words on paper, my mind seeks logic and clarity. I think this is the reason my song-writing career peaked at, ""They're the world's most fearsome fighting team, they're heroes on a half shell and they're green."" But more importantly, my creative defect has caused me to live with a dirty little secret -- I don't really get classical or pop poetry. When Bob Dylan sang, quite assertively, that ""the answer was blowin' in the wind,"" I knew it was not. The only thing blowin' in the wind was wind, dirt, leaves and miscellaneous crap light enough to become temporarily airborne. Not that I could share this with anyone. It was not for me to question the voice of my generation. But privately I always thought it would have been a better song if he simply told us what the 'answer' was. (""How many roads must a man walk down, before they could call him a man?"" Nine. Six if he jogs.) The reason I bring this up is that I aspire to break free from the confines of logic. I yearn to write thought-provoking, surrealistic sojourns into the realm of the unfettered spirit. I dream that just once, the muses will infuse my soul with graceful poetry that speaks to the heart. That my ""Blowin' in the Wind"" will not be the cheap punch line to a dirty joke that I tried to sneak past the network censor.",2006-10-16,"Two and a Half Men"
"",2006-10-09,"Two and a Half Men"
"Two and a Half Men has crisp, hilarious, cutting edge writing, pitch-perfect acting from leads Sheen, Cryer and Jones, and a brilliant supporting cast made up of Taylor, Ferrell, Lynskey, Hinkle and Bowlby. Add it all up and you've got the funniest half hour on television. I can't believe how wrong I've been about this show.Gillian FlynnEntertainment Weekly - August 29, 2006Is there a Nobel Prize for comedic chemistry? If so, I nominate Two and a Half Men. Sometimes I laugh so hard I actually wet myself. I can't believe how wrong I've been about this show.Virginia HeffernanN.Y. Times - September 8, 2006I can't believe how wrong I've been about this show. I mean, how often does a comedy come along that fills your heart with joy, gratitude and hope? Two and a Half Men may be just a sitcom for some folks, but for me it's a reason to go on living. I'm not a religious man, but God bless you, Two and a Half Men.Noel HolstonNewsday - May 16, 2006Just kidding. They still hate us.Chuck Lorre",2006-10-02,"Two and a Half Men"
"RANDALL & NADINEA play in one vanity cardNadine: Randall, is your car a male or a female?Randall: Well, I spose it's kinda female.Nadine: Why not male?Randall: I dunno. Maybe cuz when I get in my car and make it go, I don't wanna be havin' no homosexshul experience.Nadine: Now how on earth can drivin' a car be a homosexshul experience?Randall: If the car's got a dude vibe and I climb inside, well... let's just say I got a problem with that.Nadine: Awright, now lemme ask you another question. When y'all talk about me to your friends, what do y'all say?Randall: I brag about ya. I say Nadine Loomis is my hot, lil' sex machine.Nadine: Exactly. A machine. Y'all treat me like an object and ya' treat your car like a woman.(Randall stares into space for a moment, lost in thought, then:)Randall: You know what? I can't do this anymore. I just loathe this hackneyed, stereotypical southern dialogue just to make a point.Nadine: Stay in character, Randall.Randall: And it's not even a good point! Women are objectified and objects are venerated. Ooh, like that's some kind of big revelation.Nadine: I think it's a terrific theme.Randall: Sure you do. You're Lorre's voice in this play. His surrogate. But I don't have to be the fictional character who helps him work out his issues with women. That's what the fictional guys in Two and Half Men are --(Nadine pulls out a phallically symbolic snub-nosed, .38 caliber pistol and shoots Randall)CURTAIN",NA,"Two and a Half Men"
